Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
90.66,MBA,SQL,Analytical,Extrovert,Product,Office,Product Manager
78.43,Arts,UI/UX,Creative,Introvert,Accessibility,Hybrid,Accessibility Designer
94.23,MBA,SQL,Leadership,Ambivert,Enterprise Strategy,Remote,Strategy Manager
51.67,Engineering,Power BI,Communication,Ambivert,Analytics,Hybrid,BI Developer
78.15,MBA,Excel,Problem Solving,Introvert,Supply Chain,Remote,Supply Chain Manager
98.21,Arts,Web Dev,Communication,Extrovert,Content Creation,Office,Content Designer
98.1,MBA,Power BI,Analytical,Ambivert,Business Intelligence,Hybrid,BI Manager
99.11,MBA,Power BI,Analytical,Ambivert,Business Intelligence,Remote,BI Manager
79.78,MBA,Excel,Leadership,Ambivert,HR,Remote,HR Manager
55.43,MBA,Excel,Communication,Extrovert,Sales,Hybrid,Sales Manager
88.69,Science,Maths,Creative,Introvert,Physics,Hybrid,Research Associate
61.61,Journalism,UI/UX,Creative,Introvert,Storytelling,Hybrid,Content Creator
89.26,Engineering,Python,Problem Solving,Introvert,DevOps,Remote,DevOps Engineer
63.5,Commerce,SQL,Analytical,Extrovert,FinTech,Remote,FinTech Analyst
61.2,MBA,SQL,Analytical,Extrovert,Product,Office,Product Manager
98.54,Engineering,C++,Analytical,Extrovert,Embedded Systems,Office,Embedded Engineer
71.02,MBA,Power BI,Communication,Ambivert,Finance,Office,Finance Manager
90.03,Science,Maths,Creative,Introvert,Physics,Remote,Research Associate
60.19,Sports,Analytics,Communication,Introvert,Performance,Hybrid,Performance Analyst
69,Engineering,SQL,Analytical,Introvert,Data Science,Hybrid,Data Analyst
78.23,Commerce,Tally,Team Work,Introvert,Accounting,Hybrid,Accountant
73.69,MBA,SQL,Analytical,Extrovert,Consulting,Remote,Business Consultant
80.72,Journalism,Web Dev,Communication,Introvert,Social Media,Hybrid,Social Media Manager
91.89,Arts,Graphics Design,Creative,Ambivert,Gaming,Remote,Game Artist
78.49,Engineering,Python,Analytical,Extrovert,Automation,Office,RPA Developer
90.79,Sports,Communication,Team Work,Ambivert,Athletics,Hybrid,Trainer
69.39,Engineering,Web Dev,Creative,Extrovert,Design,Remote,Frontend Developer
84.71,Journalism,Graphics Design,Creative,Ambivert,Marketing,Office,Media Specialist
77.27,Journalism,Web Dev,Leadership,Extrovert,News,Remote,Editor
63.89,Arts,Graphics Design,Creative,Extrovert,Gaming,Hybrid,Game Artist
80.95,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
99.58,Journalism,Web Dev,Leadership,Extrovert,News,Hybrid,Editor
78.09,MBA,SQL,Analytical,Introvert,Consulting,Remote,Business Consultant
77.34,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Hybrid,Broadcast Journalist
81.62,Journalism,Web Dev,Leadership,Ambivert,News,Hybrid,Editor
68.36,Journalism,Graphics Design,Creative,Introvert,Advertising,Remote,Copywriter
60.64,Sports,Excel,Leadership,Introvert,Sports,Office,Sports Manager
55.32,Arts,Graphics Design,Communication,Introvert,Animation,Remote,Animator
94.72,Commerce,SQL,Analytical,Extrovert,FinTech,Remote,FinTech Analyst
96.91,Commerce,Excel,Communication,Extrovert,Insurance,Hybrid,Insurance Analyst
69.52,Engineering,C++,Problem Solving,Introvert,Robotics,Office,Robotics Engineer
54.87,Engineering,C++,Problem Solving,Introvert,Automotive,Remote,Automotive Engineer
94.68,Arts,Web Dev,Creative,Introvert,Creative Tech,Office,Creative Technologist
60.38,Engineering,Python,Creative,Introvert,Generative AI,Hybrid,GenAI Specialist
75.97,Engineering,Python,Leadership,Introvert,Automation,Hybrid,Automation Engineer
99.76,Journalism,Graphics Design,Leadership,Ambivert,PR,Remote,PR Specialist
58.11,Journalism,UI/UX,Creative,Ambivert,Storytelling,Remote,Content Creator
81.93,Sports,Excel,Leadership,Extrovert,Sports,Office,Sports Manager
87.74,Sports,Communication,Leadership,Extrovert,Coaching,Office,Coach
81.52,Engineering,Web Dev,Analytical,Extrovert,Architecture,Office,Backend Developer
64.31,Engineering,Python,Analytical,Extrovert,AI,Office,AI Engineer
87.44,Science,Python,Analytical,Extrovert,AI,Remote,Research Scientist
96.57,Sports,Communication,Creative,Extrovert,Commentary,Remote,Sports Broadcaster
67.33,Science,Python,Analytical,Ambivert,Bioinformatics,Office,Bioinformatics Analyst
87.92,Sports,Analytics,Leadership,Ambivert,Sports Tech,Hybrid,Sports Technology Analyst
98.2,Engineering,Python,Creative,Introvert,Computer Vision,Hybrid,CV Engineer
73.61,Engineering,Networking,Analytical,Extrovert,Telecom,Hybrid,Telecom Engineer
94.94,Science,Excel,Communication,Ambivert,Teaching,Hybrid,Science Teacher
83.02,Engineering,Python,Leadership,Ambivert,Automation,Office,Automation Engineer
52.84,Engineering,Python,Leadership,Introvert,Automation,Hybrid,Automation Engineer
51.02,MBA,Excel,Leadership,Ambivert,HR,Office,HR Manager
70.72,Commerce,Excel,Communication,Extrovert,Insurance,Remote,Insurance Analyst
54.41,MBA,Power BI,Communication,Introvert,Finance,Office,Finance Manager
80.85,Commerce,SQL,Analytical,Introvert,FinTech,Hybrid,FinTech Analyst
97.62,MBA,Power BI,Leadership,Extrovert,Operations,Office,Operations Manager
65.47,Commerce,Excel,Communication,Introvert,Insurance,Hybrid,Insurance Analyst
66.69,MBA,SQL,Leadership,Introvert,Business Analytics,Hybrid,Strategy Consultant
89.14,Commerce,Power BI,Leadership,Introvert,Finance,Office,Finance Manager
77.82,Engineering,Python,Creative,Ambivert,Computer Vision,Remote,CV Engineer
96.17,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Remote,BI Consultant
83.14,Commerce,Power BI,Leadership,Extrovert,Finance,Hybrid,Finance Manager
56.1,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
77.53,Arts,UI/UX,Creative,Introvert,Accessibility,Remote,Accessibility Designer
50.65,Engineering,SQL,Analytical,Ambivert,Data Science,Remote,Data Analyst
79.23,Arts,Web Dev,Creative,Ambivert,Creative Tech,Hybrid,Creative Technologist
82.14,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
92.4,Science,Python,Analytical,Extrovert,Bioinformatics,Hybrid,Bioinformatics Analyst
69.02,Commerce,SQL,Analytical,Extrovert,Banking,Hybrid,Risk Analyst
83.35,Engineering,Python,Problem Solving,Ambivert,NLP,Office,NLP Engineer
51.29,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Hybrid,BI Consultant
55.51,MBA,Power BI,Leadership,Extrovert,Operations,Office,Operations Manager
96.06,MBA,Power BI,Communication,Introvert,Digital Marketing,Hybrid,Digital Marketing Manager
99.01,Sports,Analytics,Communication,Ambivert,Performance,Remote,Performance Analyst
63.53,Arts,UI/UX,Creative,Ambivert,Accessibility,Office,Accessibility Designer
76.69,Arts,UI/UX,Creative,Introvert,Accessibility,Hybrid,Accessibility Designer
67.42,MBA,SQL,Analytical,Ambivert,Consulting,Remote,Business Consultant
56.33,Arts,Graphics Design,Creative,Ambivert,Design,Hybrid,Graphic Designer
60.64,Engineering,SQL,Analytical,Introvert,Business Analytics,Hybrid,BI Analyst
79.97,Sports,Communication,Creative,Extrovert,Commentary,Hybrid,Sports Broadcaster
77.12,Engineering,Power BI,Communication,Introvert,Analytics,Remote,BI Developer
97.63,Science,Python,Problem Solving,Ambivert,ML,Remote,AI Researcher
56.15,Science,Maths,Analytical,Ambivert,Statistics,Office,Statistician
64.39,Engineering,Web Dev,Analytical,Ambivert,Architecture,Office,Backend Developer
53.13,Commerce,Excel,Problem Solving,Introvert,Audit,Hybrid,Auditor
70.33,Journalism,Web Dev,Communication,Introvert,Broadcasting,Remote,Broadcast Journalist
85.85,Engineering,Power BI,Communication,Introvert,Analytics,Hybrid,BI Developer
71.81,MBA,Excel,Leadership,Introvert,Marketing,Remote,Marketing Manager
87.96,Engineering,Web Dev,Analytical,Extrovert,Architecture,Remote,Backend Developer
72.93,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
76.28,Engineering,Python,Problem Solving,Extrovert,NLP,Office,NLP Engineer
59.14,Arts,Graphics Design,Creative,Ambivert,Gaming,Office,Game Artist
91.18,Engineering,Python,Problem Solving,Extrovert,MLOps,Office,MLOps Engineer
93.25,Engineering,Web Dev,Communication,Extrovert,Web Apps,Hybrid,Full Stack Developer
94.7,Arts,UI/UX,Creative,Ambivert,Accessibility,Hybrid,Accessibility Designer
85.15,Sports,Analytics,Leadership,Ambivert,Sports Tech,Remote,Sports Technology Analyst
69.98,Engineering,Python,Analytical,Introvert,AI,Remote,Data Scientist
95.49,Commerce,Excel,Analytical,Extrovert,Finance,Hybrid,Financial Analyst
56.36,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
83.39,Arts,Graphics Design,Creative,Extrovert,Illustration,Hybrid,Illustrator
69.91,Sports,Communication,Team Work,Introvert,Athletics,Remote,Trainer
68.04,Sports,Communication,Team Work,Ambivert,Athletics,Hybrid,Trainer
77.37,Engineering,Web Dev,Communication,Ambivert,Web Apps,Office,Full Stack Developer
84.83,Engineering,Web Dev,Communication,Introvert,Web Apps,Hybrid,Full Stack Developer
83.81,Engineering,Python,Analytical,Introvert,AI,Office,Prompt Engineer
66.22,MBA,Excel,Communication,Extrovert,Sales,Office,Sales Manager
82.64,MBA,SQL,Analytical,Ambivert,Consulting,Remote,Business Consultant
77.91,Journalism,UI/UX,Communication,Introvert,Publishing,Remote,Content Strategist
92.62,MBA,Excel,Problem Solving,Extrovert,Supply Chain,Hybrid,Supply Chain Manager
73.42,Arts,Web Dev,Communication,Extrovert,Media,Hybrid,Media Designer
94.99,Sports,Communication,Leadership,Introvert,Coaching,Remote,Coach
53.14,Engineering,Networking,Leadership,Extrovert,Cyber Security,Office,Security Engineer
66.65,Engineering,Web Dev,Analytical,Introvert,Architecture,Remote,Backend Developer
61.03,Commerce,Excel,Communication,Extrovert,Insurance,Hybrid,Insurance Analyst
61.18,Journalism,Graphics Design,Creative,Extrovert,Marketing,Remote,Media Specialist
88,Engineering,Power BI,Communication,Introvert,Analytics,Remote,BI Developer
75.41,Engineering,SQL,Team Work,Introvert,Database,Hybrid,Database Administrator
54.06,Engineering,Python,Problem Solving,Extrovert,MLOps,Hybrid,MLOps Engineer
93.05,Engineering,Python,Creative,Ambivert,Computer Vision,Office,CV Engineer
53.04,Engineering,Python,Creative,Extrovert,Computer Vision,Office,CV Engineer
52.56,MBA,SQL,Analytical,Ambivert,Consulting,Hybrid,Business Consultant
79.41,Engineering,Python,Problem Solving,Extrovert,ML,Hybrid,ML Engineer
92.81,Arts,Graphics Design,Leadership,Ambivert,Branding,Remote,Brand Designer
78.59,MBA,Power BI,Leadership,Introvert,Growth Marketing,Office,Growth Manager
64.09,Sports,Analytics,Communication,Extrovert,Performance,Hybrid,Performance Analyst
70.66,Arts,Web Dev,Creative,Ambivert,Creative Tech,Remote,Creative Technologist
95.15,Journalism,UI/UX,Communication,Extrovert,Publishing,Hybrid,Content Strategist
53.32,Commerce,Excel,Communication,Extrovert,Insurance,Hybrid,Insurance Analyst
90.2,MBA,Excel,Leadership,Introvert,HR,Remote,HR Manager
80.69,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
67.53,MBA,SQL,Leadership,Extrovert,Business Analytics,Remote,Strategy Consultant
72.52,Sports,Analytics,Problem Solving,Extrovert,Sports Science,Hybrid,Sports Scientist
89.47,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Hybrid,Marketing Analyst
51.24,Commerce,Excel,Communication,Extrovert,Insurance,Remote,Insurance Analyst
80.59,MBA,Power BI,Communication,Extrovert,Digital Marketing,Remote,Digital Marketing Manager
83.48,Commerce,SQL,Analytical,Extrovert,Banking,Remote,Risk Analyst
68.57,Arts,Graphics Design,Creative,Extrovert,Gaming,Remote,Game Artist
62.96,Engineering,Networking,Leadership,Ambivert,Cyber Security,Remote,Security Engineer
63.71,Arts,Graphics Design,Creative,Extrovert,Illustration,Remote,Illustrator
57.55,Science,SQL,Analytical,Ambivert,Data Science,Office,Data Analyst
80.55,Engineering,Networking,Communication,Introvert,Infrastructure,Office,System Engineer
88.04,Journalism,Web Dev,Communication,Extrovert,SEO,Office,SEO Specialist
94.69,Science,Maths,Analytical,Ambivert,Statistics,Office,Statistician
62.78,Journalism,Web Dev,Leadership,Ambivert,News,Remote,Editor
80.58,Science,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
59.79,Sports,Analytics,Problem Solving,Extrovert,Sports Science,Remote,Sports Scientist
68.77,Arts,Web Dev,Creative,Extrovert,Creative Tech,Hybrid,Creative Technologist
63.35,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
94.33,Commerce,SQL,Analytical,Introvert,FinTech,Office,FinTech Analyst
98.47,Commerce,SQL,Analytical,Ambivert,FinTech,Office,FinTech Analyst
90.56,Engineering,Web Dev,Creative,Introvert,Design,Remote,Frontend Developer
97.53,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
89.09,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
64.59,MBA,SQL,Leadership,Extrovert,Business Analytics,Hybrid,Strategy Consultant
80.54,Engineering,Python,Problem Solving,Introvert,DevOps,Office,DevOps Engineer
56.67,Sports,Communication,Creative,Ambivert,Commentary,Office,Sports Broadcaster
50.53,Sports,Analytics,Problem Solving,Introvert,Sports Science,Office,Sports Scientist
63.92,Commerce,Tally,Team Work,Ambivert,Accounting,Remote,Accountant
57.16,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
99.25,Commerce,Excel,Leadership,Extrovert,Investment,Remote,Investment Analyst
67.94,Sports,Analytics,Leadership,Extrovert,Sports Tech,Office,Sports Technology Analyst
99.94,Journalism,UI/UX,Creative,Ambivert,Storytelling,Office,Content Creator
50.27,Sports,Communication,Creative,Introvert,Commentary,Hybrid,Sports Broadcaster
91.8,Engineering,Python,Problem Solving,Extrovert,ML,Hybrid,ML Engineer
65.46,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Office,Marketing Analyst
52.28,Commerce,Power BI,Analytical,Extrovert,Business Intelligence,Remote,BI Consultant
89.16,Journalism,Web Dev,Communication,Introvert,Digital Media,Remote,Digital Journalist
88.51,Arts,Graphics Design,Creative,Introvert,Gaming,Hybrid,Game Artist
92.59,Arts,UI/UX,Creative,Introvert,Design,Hybrid,UI UX Designer
78.37,Commerce,Tally,Team Work,Ambivert,Accounting,Office,Accountant
58.73,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Remote,Marketing Analyst
62.34,Engineering,C++,Analytical,Ambivert,Embedded Systems,Hybrid,Embedded Engineer
67.87,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
81.87,Arts,Graphics Design,Creative,Ambivert,Design,Hybrid,Graphic Designer
80.92,MBA,Excel,Leadership,Ambivert,Marketing,Remote,Marketing Manager
89.79,MBA,Power BI,Leadership,Ambivert,Operations,Office,Operations Manager
86.41,Engineering,Python,Analytical,Extrovert,Cloud,Office,Cloud Engineer
98,Engineering,Networking,Leadership,Ambivert,Cyber Security,Remote,Security Engineer
93.71,Engineering,Python,Analytical,Extrovert,Automation,Hybrid,RPA Developer
94.54,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
93.42,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
96.1,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Hybrid,Sports Analyst
79.14,Engineering,Web Dev,Communication,Introvert,Web Apps,Office,Full Stack Developer
66.19,Journalism,UI/UX,Communication,Introvert,Publishing,Hybrid,Content Strategist
95.38,Science,Maths,Analytical,Extrovert,Statistics,Hybrid,Statistician
95.69,Arts,Graphics Design,Creative,Ambivert,Gaming,Remote,Game Artist
78.94,Commerce,Excel,Communication,Extrovert,Insurance,Hybrid,Insurance Analyst
58.4,MBA,Power BI,Communication,Introvert,Finance,Office,Finance Manager
82.37,Engineering,Web Dev,Creative,Introvert,Design,Office,Frontend Developer
50.46,Science,Python,Analytical,Extrovert,AI,Hybrid,Research Scientist
63.02,Sports,Excel,Leadership,Ambivert,Sports,Hybrid,Sports Manager
82.54,Science,Maths,Creative,Extrovert,Physics,Hybrid,Research Associate
65.75,MBA,SQL,Analytical,Introvert,Consulting,Hybrid,Business Consultant
74.23,Sports,Excel,Leadership,Extrovert,Sports Marketing,Remote,Sports Marketing Manager
64.31,MBA,SQL,Analytical,Ambivert,Consulting,Remote,Business Consultant
98.97,Science,Maths,Analytical,Extrovert,Econometrics,Remote,Quant Analyst
80.08,Arts,Web Dev,Communication,Extrovert,Content Creation,Hybrid,Content Designer
65.12,MBA,Power BI,Communication,Extrovert,Finance,Hybrid,Finance Manager
86.82,Journalism,Web Dev,Communication,Ambivert,Digital Media,Office,Digital Journalist
56.71,Science,Maths,Problem Solving,Introvert,Actuarial Science,Remote,Actuary
50.61,Journalism,Graphics Design,Leadership,Ambivert,PR,Remote,PR Specialist
71.18,MBA,SQL,Analytical,Ambivert,Product,Hybrid,Product Manager
96.4,MBA,SQL,Leadership,Ambivert,Enterprise Strategy,Remote,Strategy Manager
95.63,Science,Maths,Analytical,Extrovert,Econometrics,Remote,Quant Analyst
93.61,Science,Python,Analytical,Ambivert,AI,Office,Research Scientist
61.85,Science,Excel,Communication,Extrovert,Teaching,Remote,Science Teacher
95.27,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
65.51,Commerce,Power BI,Leadership,Introvert,Finance,Hybrid,Finance Manager
97.96,Science,Maths,Analytical,Introvert,Statistics,Office,Statistician
62.67,Science,SQL,Analytical,Ambivert,Data Science,Remote,Data Analyst
73.84,Arts,UI/UX,Creative,Introvert,Design,Office,UI UX Designer
74.48,Science,Power BI,Analytical,Introvert,Analytics,Office,Research Analyst
65.38,Journalism,Web Dev,Communication,Introvert,Social Media,Office,Social Media Manager
73.91,Engineering,Networking,Team Work,Ambivert,Networking,Office,Network Engineer
73.3,Arts,Web Dev,Communication,Ambivert,Content Creation,Hybrid,Content Designer
82.68,Arts,Graphics Design,Leadership,Introvert,Branding,Office,Brand Designer
90.43,Commerce,SQL,Analytical,Ambivert,Banking,Office,Risk Analyst
58.06,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
79.21,Science,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
98.17,Journalism,UI/UX,Communication,Extrovert,Publishing,Remote,Content Strategist
57.7,Arts,Web Dev,Communication,Ambivert,Content Creation,Remote,Content Designer
73.57,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
70.91,MBA,Excel,Problem Solving,Extrovert,Supply Chain,Hybrid,Supply Chain Manager
50.58,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Office,Supply Chain Manager
94.9,Commerce,Tally,Communication,Extrovert,Taxation,Hybrid,Tax Consultant
64.8,Journalism,Web Dev,Communication,Extrovert,Social Media,Office,Social Media Manager
